boundaryCollection,boundaryName,boundaryISO,boundaryYearRepresented,boundaryType,boundaryCanonical,nameField,boundarySource-1,boundarySource-2,boundarySource-3,boundarySource-4,boundaryLicense,licenseDetail,licenseSource,boundarySourceURL,sourceDataUpdateDate,buildUpdateDate,Continent,UNSDG-region,UNSDG-subregion,worldBankIncomeGroup,apiURL,boundaryCount,boundaryYearSourceLag,statsArea,statsPerimeter,statsVertices,statsLineResolution,statsVertexDensity
geoBoundaries (Open),Saint Kitts and Nevis,KNA,2021,ADM1,parish,shapeName,geoBoundaries (Open),OpenStreetMap,,,Creative Commons Attribution-ShareAlike 2.0,,www.openstreetmap.org/copyright,osm-boundaries.com/,"Jun 14, 2021","Aug 26, 2021",Latin America and the Caribbean,Latin America and the Caribbean,Caribbean,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/KNA/ADM1/geoBoundaries-KNA-ADM1.topojson,14,,262.1328045832574,311.3461506684899,4558,68.30762410453924,14.639654256889122
geoBoundaries (Open),Belize,BLZ,2008,ADM2,Constituencies,shapeName,geoBoundaries (Open),geoBoundaries,Wikipedia,,Public Domain,,en.wikipedia.org/wiki/Public_domain,commons.wikimedia.org/wiki/File,"May 01, 2021","Aug 25, 2021",Latin America and the Caribbean,Latin America and the Caribbean,Central America,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/BLZ/ADM2/geoBoundaries-BLZ-ADM2.topojson,31,,21898.299270649888,4519.806551049553,22296,202.71827014036387,4.932954485590231
geoBoundaries (Open),Belize,BLZ,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Latin America and the Caribbean,Latin America and the Caribbean,Central America,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/BLZ/ADM0/geoBoundaries-BLZ-ADM0.topojson,1,,21898.279835424008,2058.2718713287313,16301,126.26660151700702,7.91975065445401
geoBoundaries (Open),Belize,BLZ,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Latin America and the Caribbean,Latin America and the Caribbean,Central America,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/BLZ/ADM1/geoBoundaries-BLZ-ADM1.topojson,6,,21898.316002928786,3064.6966280475176,18526,165.42678549322667,6.044970268983099
geoBoundaries (Open),Lebanon,LBN,2009,ADM2,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Asia,Northern Africa and Western Asia,Western Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/LBN/ADM2/geoBoundaries-LBN-ADM2.topojson,26,,10159.540416945949,2742.551594474421,12533,218.82642579385788,4.569831986115035
geoBoundaries (Open),Lebanon,LBN,2009,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Asia,Northern Africa and Western Asia,Western Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/LBN/ADM0/geoBoundaries-LBN-ADM0.topojson,1,,10159.503652962205,813.565559592545,8849,91.93870037208103,10.876812440821379
geoBoundaries (Open),Lebanon,LBN,2009,ADM1,governorates (muhafazah),shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Feb 08, 2021","Aug 26, 2021",Asia,Northern Africa and Western Asia,Western Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/LBN/ADM1/geoBoundaries-LBN-ADM1.topojson,6,,10159.502854183327,1532.7350296989564,10374,147.74773758424487,6.768293148514751
geoBoundaries (Open),Ghana,GHA,2019,ADM2,Districts,shapeName,geoBoundaries (Open),USAID Ghana HPNO,Ghana Statistical Service,,Creative Commons Attribution 4.0 International (CC BY 4.0),,creativecommons.org/licenses/by/4.0/,hub.arcgis.com/datasets/USAID-Ghana-HPNO,"Dec 14, 2020","Aug 25, 2021",Africa,Sub-Saharan Africa,Western Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/GHA/ADM2/geoBoundaries-GHA-ADM2.topojson,260,,239474.1544627382,45361.070090074034,661763,68.54579372082458,14.588787228474308
geoBoundaries (Open),Ghana,GHA,2007,ADM0,Country,shapeName,geoBoundaries (Open),Stanford Digital Repository,,,Public Domain,,purl.stanford.edu/rh271yg5585,purl.stanford.edu/rh271yg5585,"Oct 23, 2020","Aug 25, 2021",Africa,Sub-Saharan Africa,Western Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/GHA/ADM0/geoBoundaries-GHA-ADM0.topojson,1,,238760.97324495262,2694.222836528028,1898,1419.506236316137,0.7044703111662067
geoBoundaries (Open),Ghana,GHA,2021,ADM1,Region,shapeName,geoBoundaries (Open),Open Street Map,,,Creative Commons Attribution-ShareAlike 2.0,,www.openstreetmap.org/copyright,osm-boundaries.com/,"Feb 21, 2021","Aug 25, 2021",Africa,Sub-Saharan Africa,Western Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/GHA/ADM1/geoBoundaries-GHA-ADM1.topojson,16,,238747.06243949558,13108.829189337044,79310,165.28595623927683,6.050120789163396
geoBoundaries (Open),Kyrgyzstan,KGZ,2010,ADM2,Raions,shapeName,geoBoundaries (Open),geoBoundaries,"Wikipedia, Districts of Kyrgyzstan",,Creative Commons Attribution-ShareAlike 3.0 Unported,,creativecommons.org/licenses/by-sa/3.0/legalcode,en.wikipedia.org/wiki/Districts_of_Kyrgyzstan#/media/File,"Jun 14, 2021","Aug 26, 2021",Asia,Central and Southern Asia,Central Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/KGZ/ADM2/geoBoundaries-KGZ-ADM2.topojson,41,,192621.85706927636,16612.26521946718,32278,514.6621605882391,1.943022193154901
geoBoundaries (Open),Kyrgyzstan,KGZ,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Asia,Central and Southern Asia,Central Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/KGZ/ADM0/geoBoundaries-KGZ-ADM0.topojson,1,,198665.0067076445,4524.30152553219,26547,170.42609430565375,5.867646055459864
geoBoundaries (Open),Kyrgyzstan,KGZ,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Asia,Central and Southern Asia,Central Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/KGZ/ADM1/geoBoundaries-KGZ-ADM1.topojson,7,,198664.95950497309,8166.097689676626,29257,279.1160299988593,3.5827394077082815
geoBoundaries (Open),Guyana,GUY,2019,ADM2,Neighbourhood Councils,shapeName,geoBoundaries (Open),DEVInfo LAC project,OCHA FISS,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/guyana-administrative-level-0-1-and-2-boundaries,data.humdata.org/organization/ocha-fiss?q=guy&ext_page_size=25,"Sep 08, 2021","Sep 09, 2021",Latin America and the Caribbean,Latin America and the Caribbean,South America,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/GUY/ADM2/geoBoundaries-GUY-ADM2.topojson,27,,210437.31101902077,11704.61584629563,8659,1351.7283573502286,0.7397936090948657
geoBoundaries (Open),Guyana,GUY,2017,ADM0,Co‑operative Republic of Guyana,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Jan 14, 2021","Aug 26, 2021",Latin America and the Caribbean,Latin America and the Caribbean,South America,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/GUY/ADM0/geoBoundaries-GUY-ADM0.topojson,1,,210727.96152895383,3945.3720237442385,15147,260.4721742750537,3.839181681433729
geoBoundaries (Open),Guyana,GUY,2017,ADM1,Regions,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,osm-boundaries.com,"Nov 11, 2020","Aug 26, 2021",Latin America and the Caribbean,Latin America and the Caribbean,South America,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/GUY/ADM1/geoBoundaries-GUY-ADM1.topojson,10,,210727.90785235152,8167.504490670067,17770,459.62321275577193,2.1756951612697724
geoBoundaries (Open),Palau,PLW,2015,ADM2,Hamlets,shapeName,geoBoundaries (Open),Pacific Data Hub,SPC Statistics for Development Division (SDD),,Creative Commons Attribution 4.0 (CC BY 4.0),,pacificdata.org/data/dataset/2015_plw_phc_admin_boundaries,pacificdata.org/data/geographic_data/2015_plw_phc_admin_boundaries/resource/fe6dd29b-6ec5-4a06-9aac-e8d84d895b21,"Jul 15, 2021","Aug 27, 2021",Oceania,Oceania (excluding Australia and New Zealand),Micronesia,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/PLW/ADM2/geoBoundaries-PLW-ADM2.topojson,77,,455.6864202914041,1319.8650884103022,38654,34.14562757826621,29.286326564297877
geoBoundaries (Open),Palau,PLW,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Oceania,Oceania (excluding Australia and New Zealand),Micronesia,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/PLW/ADM0/geoBoundaries-PLW-ADM0.topojson,1,,1160.6877976349363,653.5734969917995,10689,61.14449405854613,16.354702339060907
geoBoundaries (Open),Palau,PLW,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Oceania,Oceania (excluding Australia and New Zealand),Micronesia,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/PLW/ADM1/geoBoundaries-PLW-ADM1.topojson,16,,1160.687091823428,811.2599070654475,11047,73.43712384044966,13.617091025686292
geoBoundaries (Open),United Arab Emirates,ARE,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Asia,Northern Africa and Western Asia,Western Asia,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/ARE/ADM0/geoBoundaries-ARE-ADM0.topojson,1,,70943.10256653417,5115.890754226813,79709,64.18209680496322,15.580668905829043
geoBoundaries (Open),United Arab Emirates,ARE,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Asia,Northern Africa and Western Asia,Western Asia,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/ARE/ADM1/geoBoundaries-ARE-ADM1.topojson,7,,70943.11230540926,6556.113089544457,80848,81.09184011409629,12.331696982002125
geoBoundaries (Open),Ireland,IRL,2017,ADM2,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 21, 2020","Aug 26, 2021",Europe,Europe and Northern America,Northern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/IRL/ADM2/geoBoundaries-IRL-ADM2.topojson,50828,,68942.89274949416,273241.49798812286,6831116,39.99954004413377,25.00028747572205
geoBoundaries (Open),Ireland,IRL,2017,ADM3,townland,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Apr 12, 2021","Aug 26, 2021",Europe,Europe and Northern America,Northern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/IRL/ADM3/geoBoundaries-IRL-ADM3.topojson,50828,,68942.89274949416,273241.49798812286,6831116,39.99954004413377,25.00028747572205
geoBoundaries (Open),Ireland,IRL,2017,ADM0,Ireland,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Nov 02, 2020","Aug 26, 2021",Europe,Europe and Northern America,Northern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/IRL/ADM0/geoBoundaries-IRL-ADM0.topojson,1,,69845.83090357367,8319.447802932858,288345,28.85240875663826,34.6591512838568
geoBoundaries (Open),Ireland,IRL,2017,ADM1,Counties,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Jan 12, 2021","Aug 26, 2021",Europe,Europe and Northern America,Northern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/IRL/ADM1/geoBoundaries-IRL-ADM1.topojson,26,,69845.83977011342,15019.38212206248,423928,35.4290873027082,28.22539546265873
geoBoundaries (Open),Denmark,DNK,2017,ADM2,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Europe,Europe and Northern America,Northern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/DNK/ADM2/geoBoundaries-DNK-ADM2.topojson,98,,42993.35737028911,15041.702895666429,255328,58.9112940831653,16.97467379664579
geoBoundaries (Open),Denmark,DNK,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Europe,Europe and Northern America,Northern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/DNK/ADM0/geoBoundaries-DNK-ADM0.topojson,1,,42994.1075544734,7181.569875964483,175523,40.91526395950664,24.44075641280693
geoBoundaries (Open),Denmark,DNK,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Europe,Europe and Northern America,Northern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/DNK/ADM1/geoBoundaries-DNK-ADM1.topojson,5,,42994.10640941893,7888.563791550811,181094,43.56060273421986,22.956523492142384
geoBoundaries (Open),Uruguay,URY,2013,ADM2,Municipalities,shapeName,geoBoundaries (Open),geoBoundaries,Wikimedia Commons,,Creative Commons Attribution-ShareAlike 3.0 Unported,Several images were used all have either a Creative Commons Attribution-ShareAlike 3.0 Unported or Creative Commons Attribution-ShareAlike 4.0 International License. License for each image can be viewed by selecting a district from the license source link and then the image from the list.,commons.wikimedia.org/wiki/Category,commons.wikimedia.org/wiki/Category,"Jul 13, 2021","Aug 27, 2021",Latin America and the Caribbean,Latin America and the Caribbean,South America,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/URY/ADM2/geoBoundaries-URY-ADM2.topojson,124,,63219.244678353265,14604.066275577741,79385,183.96505984225914,5.435814827323461
geoBoundaries (Open),Uruguay,URY,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Latin America and the Caribbean,Latin America and the Caribbean,South America,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/URY/ADM0/geoBoundaries-URY-ADM0.topojson,1,,176823.31144814123,2400.8250965773855,19491,123.176086223251,8.118458953043417
geoBoundaries (Open),Uruguay,URY,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Latin America and the Caribbean,Latin America and the Caribbean,South America,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/URY/ADM1/geoBoundaries-URY-ADM1.topojson,19,,176823.27319698446,11528.469032486619,121323,95.02294727699298,10.52377376892961
geoBoundaries (Open),Croatia,HRV,2021,ADM2,Municipalities and Towns,shapeName,geoBoundaries (Open),Open Street Map,geoBoundaries,,Creative Commons Attribution-ShareAlike 2.0,,www.openstreetmap.org/copyright,osm-boundaries.com/,"May 02, 2021","Aug 26, 2021",Europe,Europe and Northern America,Southern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/HRV/ADM2/geoBoundaries-HRV-ADM2.topojson,560,,56549.2756052146,33981.05050299247,471804,72.02365919532787,13.88432650010192
geoBoundaries (Open),Croatia,HRV,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Europe,Europe and Northern America,Southern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/HRV/ADM0/geoBoundaries-HRV-ADM0.topojson,1,,56405.60676931256,7946.419401561249,219922,36.13289894399491,27.6756094646592
geoBoundaries (Open),Croatia,HRV,2017,ADM1,Croatia,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"May 24, 2021","Aug 26, 2021",Europe,Europe and Northern America,Southern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/HRV/ADM1/geoBoundaries-HRV-ADM1.topojson,21,,56405.619007358,12253.03066029389,238933,51.28228691848297,19.499910399658557
geoBoundaries (Open),Mongolia,MNG,2021,ADM2,"soum, düüregs",shapeName,geoBoundaries (Open),National Statistical Office of Mongolia,OCHA ROAP,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/mongolia-administrative-boundaries-polygon-polyline,data.humdata.org/dataset/mongolia-administrative-boundaries-polygon-polyline,"Sep 08, 2021","Sep 09, 2021",Asia,Eastern and South-Eastern Asia,Eastern Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/MNG/ADM2/geoBoundaries-MNG-ADM2.topojson,339,,1564877.0754144117,106072.77259268716,196032,541.0992725304397,1.8480897143393307
geoBoundaries (Open),Mongolia,MNG,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Asia,Eastern and South-Eastern Asia,Eastern Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/MNG/ADM0/geoBoundaries-MNG-ADM0.topojson,1,,1565183.8192518267,8079.954046659333,17462,462.71641545409074,2.1611509049633377
geoBoundaries (Open),Mongolia,MNG,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Asia,Eastern and South-Eastern Asia,Eastern Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/MNG/ADM1/geoBoundaries-MNG-ADM1.topojson,22,,1565183.263863078,29279.939680209092,22448,1304.3451389971976,0.7666682460815676
geoBoundaries (Open),Iraq,IRQ,2021,ADM2,Districts,shapeName,geoBoundaries (Open),Iraq Central Statistics Office,OCHA Iraq,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/iraq-admin-level-1-boundaries,data.humdata.org/dataset/iraq-admin-level-1-boundaries,"Apr 01, 2021","Aug 26, 2021",Asia,Northern Africa and Western Asia,Western Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/IRQ/ADM2/geoBoundaries-IRQ-ADM2.topojson,101,,436269.5013891218,28783.57992803155,20855,1380.1764530343587,0.7245450375576764
geoBoundaries (Open),Iraq,IRQ,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Asia,Northern Africa and Western Asia,Western Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/IRQ/ADM0/geoBoundaries-IRQ-ADM0.topojson,1,,436707.5499185553,4050.2763996454582,26729,151.53116089810538,6.599302704956068
geoBoundaries (Open),Iraq,IRQ,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Asia,Northern Africa and Western Asia,Western Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/IRQ/ADM1/geoBoundaries-IRQ-ADM1.topojson,19,,436707.5011431231,14583.385964184004,34531,422.32735698890866,2.367831454561118
geoBoundaries (Open),Argentina,ARG,2020,ADM2,departments,shapeName,geoBoundaries (Open),Instituto Geografico Nacional and UNHCR,OCHA ROLAC,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/argentina-administrative-level-0-boundaries,data.humdata.org/dataset/argentina-administrative-level-0-boundaries,"Sep 08, 2021","Sep 08, 2021",Latin America and the Caribbean,Latin America and the Caribbean,South America,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/ARG/ADM2/geoBoundaries-ARG-ADM2.topojson,525,,2780104.4487802833,183493.8716019545,1520028,120.71742862760063,8.283807991676868
geoBoundaries (Open),Argentina,ARG,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Latin America and the Caribbean,Latin America and the Caribbean,South America,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/ARG/ADM0/geoBoundaries-ARG-ADM0.topojson,1,,2780990.2497792044,19638.589961074034,158393,123.98647642935,8.065395749590644
geoBoundaries (Open),Argentina,ARG,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Latin America and the Caribbean,Latin America and the Caribbean,South America,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/ARG/ADM1/geoBoundaries-ARG-ADM1.topojson,24,,2779691.906229701,49252.96208821025,248240,198.40864521515573,5.040102959805975
geoBoundaries (Open),Botswana,BWA,2015,ADM2,Unknown,shapeName,geoBoundaries (Open),RCMRD,,,Public Domain,PD,geoportal.rcmrd.org/layers/servir%3Abotswana_adm2#license-more-above,geoportal.rcmrd.org/layers/servir%3Abotswana_adm2#more,"Sep 25, 2020","Aug 25, 2021",Africa,Sub-Saharan Africa,Southern Africa,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/BWA/ADM2/geoBoundaries-BWA-ADM2.topojson,25,,578065.765591387,17578.920275375825,8240,2133.364111089299,0.4687432374070446
geoBoundaries (Open),Botswana,BWA,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Africa,Sub-Saharan Africa,Southern Africa,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/BWA/ADM0/geoBoundaries-BWA-ADM0.topojson,1,,578145.2810835206,4420.107425492011,34476,128.2082441551227,7.799810430209715
geoBoundaries (Open),Botswana,BWA,2017,ADM1,districts,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Creative Commons Attribution-ShareAlike 2.0,,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Feb 14, 2021","Aug 25, 2021",Africa,Sub-Saharan Africa,Southern Africa,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/BWA/ADM1/geoBoundaries-BWA-ADM1.topojson,10,,578145.1564569334,11020.51720490672,47331,232.8393062666481,4.2948075049441945
